Title,Artist,File Path,City,Decade,ImageURL
Happening All Over Again,Lonnie Gordon,CapeTown/CapeTownMusic/80s Music/HappeningAllOverAgain.mp3,Cape Town,1980s,https://i.scdn.co/image/ab67616d0000b273462c0fb000801af1201ecfa7
Hey,Fatima Rainey,CapeTown/CapeTownMusic/80s Music/Hey.mp3,Cape Town,1980s,https://i.scdn.co/image/ab67616d0000b273a624569b7457ed2b406fa6ea
Teardrops,Lovestation,CapeTown/CapeTownMusic/90s Music/Teardrops.mp3,Cape Town,1990s,https://i.scdn.co/image/ab67616d0000b27349be763b662e7a64494163bf
Shimmy Shake,740 Boyz,CapeTown/CapeTownMusic/90s Music/ShimmyShake.mp3,Cape Town,1990s,https://i.scdn.co/image/ab67616d0000b273869c71c61c7557088b58662b
La La La Hey Hey,The Outhere Brothers,CapeTown/CapeTownMusic/90s Music/LaLaLaHeyHey.mp3,Cape Town,1990s,https://i.scdn.co/image/ab67616d0000b2731e740c3afcb85cec0a8d53f5
Heaven Must Be Missing An Angel,Tavares,CapeTown/CapeTownMusic/90s Music/HeavenMustBeMissingAnAngel.mp3,Cape Town,1990s,https://i.scdn.co/image/ab67616d0000b273487f044d7d8223fe74577536
All Around the World,Lisa Stansfield,CapeTown/CapeTownMusic/90s Music/AllAroundTheWorld.mp3,Cape Town,1990s,https://i.scdn.co/image/ab67616d0000b2732a604708f8cc63898ea5e660
I Just Don’t Have the Heart,Cliff Richard,CapeTown/CapeTownMusic/90s Music/IJustDontHaveTheHeart.mp3,Cape Town,1990s,https://i.scdn.co/image/ab67616d0000b273e3d1d13bcd404fb0a5bfd90c
You’ll Never Stop Me Loving You,Sonia,CapeTown/CapeTownMusic/90s Music/YoullNeverStopMeLovingYou.mp3,Cape Town,1990s,https://i.scdn.co/image/ab67616d0000b273ec09cc225148f943dafdd3f6
Listen to Your Heart,Sonia,CapeTown/CapeTownMusic/90s Music/ListenToYourHeart.mp3,Cape Town,1990s,https://i.scdn.co/image/ab67616d0000b2737386bc65ddc5522d32c90beb
Gonna Make You Sweat (Everybody Dance Now),C & C Music Factory,CapeTown/CapeTownMusic/90s Music/GonnaMakeYouSweat.mp3,Cape Town,1990s,https://i.scdn.co/image/ab67616d0000b273bf6cc1130a676e73730f6311
Ride on Time,Black Box,CapeTown/CapeTownMusic/90s Music/RideOnTime.mp3,Cape Town,1990s,https://i.scdn.co/image/ab67616d0000b273ae03a889dd876866982b309a
What I Do Best,Salomé,CapeTown/CapeTownMusic/00s Music/WhatIDoBest.mp3,Cape Town,2000s,https://i.scdn.co/image/ab67616d0000b2734ca4a275d889c62500f9e09a
Not Too Shabby,Cerrone,CapeTown/CapeTownMusic/00s Music/NotTooShabby.mp3,Cape Town,2000s,https://i.scdn.co/image/ab67616d0000b27347a7282847c714bc8524c81a
Two Can Play That Game,Bobby Brown,CapeTown/CapeTownMusic/00s Music/TwoCanPlayThatGame.mp3,Cape Town,2000s,https://i.scdn.co/image/ab67616d0000b2733999a7b9ab8393e51cf0979e
Baby I Need Your Love,Debelah Morgan,CapeTown/CapeTownMusic/00s Music/BabyINeedYourLove.mp3,Cape Town,2000s,https://i.scdn.co/image/ab67616d0000b2732bd34dbce65d0c7c978a5087
Destiny,Malaika,CapeTown/CapeTownMusic/00s Music/Destiny.mp3,Cape Town,2000s,https://i.scdn.co/image/ab67616d0000b273b99e7a16dfb770ee9b159002
Be Alone No More,Another Level,CapeTown/CapeTownMusic/00s Music/BeAloneNoMore.mp3,Cape Town,2000s,https://i.scdn.co/image/ab67616d0000b273064a72a6a28a41a0c4924658
You’ll Never Know,Hi-Gloss,CapeTown/CapeTownMusic/00s Music/YoullNeverKnow.mp3,Cape Town,2000s,https://i.scdn.co/image/ab67616d0000b2739b1c8577e2436b976a151dcd
Heavenly Sent,Mi Casa,CapeTown/CapeTownMusic/00s Music/HeavenlySent.mp3,Cape Town,2000s,https://i.scdn.co/image/ab67616d0000b27319fc943ca7384ddd2d49d101
La Vida,Mi Casa,CapeTown/CapeTownMusic/00s Music/LaVida.mp3,Cape Town,2000s,https://i.scdn.co/image/ab67616d0000b27319fc943ca7384ddd2d49d101
Alone,Liquideep,CapeTown/CapeTownMusic/00s Music/Alone.mp3,Cape Town,2000s,https://i.scdn.co/image/ab67616d0000b273b47a9ea845c030fd3c5b718c
iPlan,Dlala Thukzin,CapeTown/CapeTownMusic/10s Music/iPlan.mp3,Cape Town,2010s,https://i.scdn.co/image/ab67616d0000b27390c1d9fe38737e9cc1e2f245
Abalele,Kabza De Small,CapeTown/CapeTownMusic/10s Music/Abalele.mp3,Cape Town,2010s,https://i.scdn.co/image/ab67616d0000b273e9704dc8d474b6318a12cab9
Hamba Wena,Deep London,CapeTown/CapeTownMusic/10s Music/HambaWena.mp3,Cape Town,2010s,https://i.scdn.co/image/ab67616d0000b273afc5afba49eee615f9fa6870
The Boss,The Braxtons,CapeTown/CapeTownMusic/10s Music/TheBoss.mp3,Cape Town,2010s,https://i.scdn.co/image/ab67616d0000b273055bcd5a6fb20b00c464d23f
Jabba,HHP,CapeTown/CapeTownMusic/10s Music/Jabba.mp3,Cape Town,2010s,https://i.scdn.co/image/ab67616d0000b2736db195112b87e43529698c0e
Why,Garth Taylor,CapeTown/CapeTownMusic/10s Music/Why.mp3,Cape Town,2010s,https://i.scdn.co/image/ab67616d0000b27397f5a993bbf31d8557e61eca
Music Sounds Better With You,Stardust,CapeTown/CapeTownMusic/10s Music/MusicSoundsBetterWithYou.mp3,Cape Town,2010s,https://i.scdn.co/image/ab67616d0000b273b98afa12c212cbbda4f1799b
My Love,Route 94,CapeTown/CapeTownMusic/10s Music/MyLove.mp3,Cape Town,2010s,https://i.scdn.co/image/ab67616d0000b273229b511799188e23773629f0
Prayer in C,Lilly Wood and The Prick,CapeTown/CapeTownMusic/10s Music/PrayerInC.mp3,Cape Town,2010s,https://i.scdn.co/image/ab67616d0000b2730538d5d965798a403219a470
Hideaway,Kiesza,CapeTown/CapeTownMusic/10s Music/Hideaway.mp3,Cape Town,2010s,https://i.scdn.co/image/ab67616d0000b2739f495d4df29cd5cbd83423a0
Midas Touch,Midnight Star,Chicago/ChicagoMusic/80s Music/MidasTouch.mp3,Chicago,1980s,https://i.scdn.co/image/ab67616d0000b27377d59af92dc052916128edaf
Stomp!,The Brother's Johnson,Chicago/ChicagoMusic/80s Music/Stomp!.mp3,Chicago,1980s,https://i.scdn.co/image/ab67616d0000b27379956b5acca04ed583ba74f3
Ride On Time,Black Box,Chicago/ChicagoMusic/80s Music/RideOnTime.mp3,Chicago,1980s,https://i.scdn.co/image/ab67616d0000b273ae03a889dd876866982b309a
Last Night A DJ Saved My Life,Indeep,Chicago/ChicagoMusic/80s Music/LastNightADJSavedMyLife.mp3,Chicago,1980s,https://i.scdn.co/image/ab67616d0000b2730fe6d527d278ae74f11ffc6e
I Need Your Lovin,Teena Marie,Chicago/ChicagoMusic/80s Music/INeedYourLovin.mp3,Chicago,1980s,https://i.scdn.co/image/ab67616d0000b273e11450d56a9957ca090f8f8b
The Perfect Kiss,New Order,Chicago/ChicagoMusic/80s Music/ThePerfectKiss.mp3,Chicago,1980s,https://i.scdn.co/image/ab67616d0000b273d3495c4785236068ebc7fdc8
Move This,Technotronic,Chicago/ChicagoMusic/80s Music/MoveThis.mp3,Chicago,1980s,https://i.scdn.co/image/ab67616d0000b273ec33268bbde00d494da28a7f
Hip Hop Be Bop,Man Parrish,Chicago/ChicagoMusic/80s Music/HipHopBeBop.mp3,Chicago,1980s,https://i.scdn.co/image/ab67616d0000b273adc1d41c9b0e28f87a8cfcc7
Dirty Cash,The Adventures of Stevie V,Chicago/ChicagoMusic/80s Music/DirtyCash.mp3,Chicago,1980s,https://i.scdn.co/image/ab67616d0000b2735893643e11d44e3ef569479c
Sensation,Ron Hardy,Chicago/ChicagoMusic/80s Music/Sensation.mp3,Chicago,1980s,https://i.scdn.co/image/ab67616d0000b2735d12aadc8c477113c77e7d0b
Show Me Love,Robin S,Chicago/ChicagoMusic/90s Music/ShowMeLove.mp3,Chicago,1990s,https://i.scdn.co/image/ab67616d0000b273b4bd024fb05eb2c0ddf6ea61
Missing (Todd Terry Club Mix),Everything But The Girl,Chicago/ChicagoMusic/90s Music/Missing(Todd Terry Club Mix).mp3,Chicago,1990s,https://i.scdn.co/image/ab67616d0000b273202e3b9e622740e2cfee3d70
Percolator,Cajmere,Chicago/ChicagoMusic/90s Music/Percolator.mp3,Chicago,1990s,https://i.scdn.co/image/ab67616d0000b27327b81cd855923408935cf744
Gypsy Woman (She’s Homeless),Crystal Waters,Chicago/ChicagoMusic/90s Music/GypsyWoman.mp3,Chicago,1990s,https://i.scdn.co/image/ab67616d0000b273cb8b730e1ee1f92121480cf5
Dreamer,Livin’ Joy,Chicago/ChicagoMusic/90s Music/Dreamer(2).mp3,Chicago,1990s,https://i.scdn.co/image/ab67616d0000b2737d1b4387ef61788f72715186
Take Me In Your Arms,Lil Suzy,Chicago/ChicagoMusic/90s Music/TakeMeInYourArms.mp3,Chicago,1990s,https://i.scdn.co/image/ab67616d0000b273272e3f262dbe89971e0b8351
Finally,CeCe Peniston,Chicago/ChicagoMusic/90s Music/Finally.mp3,Chicago,1990s,https://i.scdn.co/image/ab67616d0000b2736daeecfc1a67bd3865048299
The Whistle Song,Frankie Knuckles,Chicago/ChicagoMusic/90s Music/TheWhistleSong.mp3,Chicago,1990s,https://i.scdn.co/image/ab67616d0000b273dad4647a643d937143c76ba9
Too Hot For Love,Stacey Q,Chicago/ChicagoMusic/90s Music/TooHotForLove.mp3,Chicago,1990s,https://i.scdn.co/image/ab67616d0000b273ee531ccb462ad6a3a39ee876
Good Vibrations,Marky Mark And The Funky Bunch,Chicago/ChicagoMusic/90s Music/GoodVibrations.mp3,Chicago,1990s,https://i.scdn.co/image/ab67616d0000b27357cbec5e7b8768b363965541
Lady,Modjo,Chicago/ChicagoMusic/00s Music/Lady.mp3,Chicago,2000s,https://i.scdn.co/image/ab67616d0000b27354c5c304064df85d61253ac7
Be Your Girl,Teedra Moses,Chicago/ChicagoMusic/00s Music/BeYourGirl.mp3,Chicago,2000s,https://i.scdn.co/image/ab67616d0000b2730ba27c35e81e0b21029a03b6
Somethin' Here,Terrence Parker,Chicago/ChicagoMusic/00s Music/SomethinHere.mp3,Chicago,2000s,https://i.scdn.co/image/ab67616d0000b2730628d1e19178c84681c454cb
Dancin,Aaron Smith,Chicago/ChicagoMusic/00s Music/Dancin.mp3,Chicago,2000s,https://i.scdn.co/image/ab67616d0000b2738e434692f8d330ad8f5d933a
Blackwater,Octave One,Chicago/ChicagoMusic/00s Music/Blackwater.mp3,Chicago,2000s,https://i.scdn.co/image/ab67616d0000b2739824d6ecdb014432727d3025
Tell Me Why,Supermode,Chicago/ChicagoMusic/00s Music/TellMeWhy.mp3,Chicago,2000s,https://i.scdn.co/image/ab67616d0000b273010a5f4abb5bc82685e30137
Lola's Theme,The Shapeshifters,Chicago/ChicagoMusic/00s Music/LolasTheme.mp3,Chicago,2000s,https://i.scdn.co/image/ab67616d0000b2734d74f575e1d411a6369e9ca8
The Sun Can't Compare,Larry Heard,Chicago/ChicagoMusic/00s Music/TheSunCantCompare.mp3,Chicago,2000s,https://i.scdn.co/image/ab67616d0000b27307e3aa371534224c271b33a4
So Many Times,Gadjo,Chicago/ChicagoMusic/00s Music/SoManyTimes.mp3,Chicago,2000s,https://i.scdn.co/image/ab67616d0000b2734a8baa907ca2aa7baa5b23ee
At Night,Shakedown,Chicago/ChicagoMusic/00s Music/AtNight.mp3,Chicago,2000s,https://i.scdn.co/image/ab67616d0000b273b466fa3daa74e1807acab1b9
Brighter Days,Cajmere,Chicago/ChicagoMusic/10s Music/BrighterDays.mp3,Chicago,2010s,https://i.scdn.co/image/ab67616d0000b27366f593916ebca2492e003ad0
Raingurl,Yaeji,Chicago/ChicagoMusic/10s Music/Raingurl.mp3,Chicago,2010s,https://i.scdn.co/image/ab67616d0000b273e6eb6a66ed4426f5cb6c4d9a
Topdown,Channel Tres,Chicago/ChicagoMusic/10s Music/Topdown.mp3,Chicago,2010s,https://i.scdn.co/image/ab67616d0000b273e2565f077fcf8d8bc6f401fc
My Forbidden Lover,Tapps,Chicago/ChicagoMusic/10s Music/MyForbiddenLover.mp3,Chicago,2010s,https://i.scdn.co/image/ab67616d0000b2735133753da25ff4ba01c07d41
ADD SUV,Uffie,Chicago/ChicagoMusic/10s Music/ADDSUV.mp3,Chicago,2010s,https://i.scdn.co/image/ab67616d0000b2735dff374c274e3e86b29692cf
Paris City Jazz,Bellaire,Chicago/ChicagoMusic/10s Music/ParisCityJazz.mp3,Chicago,2010s,https://i.scdn.co/image/ab67616d0000b2732ec0df7877422d06b43739f2
Something Here for the Club,Terrence Parker,Chicago/ChicagoMusic/10s Music/SomethingHereForTheClub.mp3,Chicago,2010s,https://i.scdn.co/image/ab67616d0000b27310805edc427e5b77dfcc9215
Yolanda,Reality,Chicago/ChicagoMusic/10s Music/Yolanda.mp3,Chicago,2010s,https://i.scdn.co/image/ab67616d0000b2733b2753c3da91d022c4621091
Move Your Body,Tchami,Chicago/ChicagoMusic/10s Music/MoveYourBody.mp3,Chicago,2010s,https://i.scdn.co/image/ab67616d0000b27357e3ef0ec777a0034e7ec2b2
Doin’ Ya Thang,Oliver Dollar,Chicago/ChicagoMusic/10s Music/DoinYaThang.mp3,Chicago,2010s,https://i.scdn.co/image/ab67616d0000b273b0dc7e28795b7caa29896968
Good Life,Inner City,Detroit/DetroitMusic/80s Music/GoodLife.mp3,Detroit,1980s,https://i.scdn.co/image/ab67616d0000b2734573e6f96afc42c80f3ed183
Just Buggin’,Fast Eddie,Detroit/DetroitMusic/80s Music/JustBuggin.mp3,Detroit,1980s,https://i.scdn.co/image/ab67616d0000b273ca7c73c86c55092f9a2eed7e
It’s A Cold World,Frankie Knuckles,Detroit/DetroitMusic/80s Music/ItsAColdWorld.mp3,Detroit,1980s,https://i.scdn.co/image/ab67616d0000b273374e2191da78fa4f626cf2d7
Your Only Friend,Phuture,Detroit/DetroitMusic/80s Music/YourOnlyFriend.mp3,Detroit,1980s,https://i.scdn.co/image/ab67616d0000b2735ed80d6534ccef276e272bc4
In A Vision,Virgo Four,Detroit/DetroitMusic/80s Music/InAVision.mp3,Detroit,1980s,https://i.scdn.co/image/ab67616d0000b273054ee779972c4a706ef9f541
Somebody New,MK,Detroit/DetroitMusic/80s Music/SomebodyNew.mp3,Detroit,1980s,https://i.scdn.co/image/ab67616d0000b2738eb7922ecfad35ca22dc6644
Technicolor,Channel One,Detroit/DetroitMusic/80s Music/Technicolor.mp3,Detroit,1980s,https://i.scdn.co/image/ab67616d0000b27346524ca3eac2efc3ba381c1a
Triangle Of Love,K-Reem,Detroit/DetroitMusic/80s Music/TriangleOfLove.mp3,Detroit,1980s,https://i.scdn.co/image/ab67616d0000b273d43a33edba297dee1ec3c908
Mood,Symbols And Instruments,Detroit/DetroitMusic/80s Music/Mood.mp3,Detroit,1980s,https://i.scdn.co/image/ab67616d0000b27389f64a392b086dd96c0d6d58
What About This Love?,Mr. Fingers,Detroit/DetroitMusic/80s Music/WhatAboutThisLove.mp3,Detroit,1980s,https://i.scdn.co/image/ab67616d0000b27311c74ea307f86c1a7cf2f01f
I Can’t Kick This Feeling When It Hits,Moodymann,Detroit/DetroitMusic/90s Music/ICantKickThisFeeling.mp3,Detroit,1990s,https://i.scdn.co/image/ab67616d0000b27372d1e831b30315d08b1f426b
I’m Lonely,Hollis P. Monroe,Detroit/DetroitMusic/90s Music/ImLonely.mp3,Detroit,1990s,https://i.scdn.co/image/ab67616d0000b2734d873e3c8c94429a593ade9b
See U No Mo,DJ Godfather,Detroit/DetroitMusic/90s Music/SeeUNoMo.mp3,Detroit,1990s,https://i.scdn.co/image/ab67616d0000b273ef61e55755aa603ebc4ca8df
Only Love Can Break Your Heart,Saint Etienne,Detroit/DetroitMusic/90s Music/OnlyLoveCanBreakYourHeart.mp3,Detroit,1990s,https://i.scdn.co/image/ab67616d0000b273db369330ed6f02b24f8c5f0b
My Joy,Quentin Harris,Detroit/DetroitMusic/90s Music/MyJoy.mp3,Detroit,1990s,https://i.scdn.co/image/ab67616d0000b27381168843bef99e7b14cf124a
Throw Your Hands Up,313 Bass Mechanics,Detroit/DetroitMusic/90s Music/ThrowYourHandsUp.mp3,Detroit,1990s,https://i.scdn.co/image/ab67616d0000b2738f4640e5e6e010f8edf09c38
That Man (He’s All Mine),Inner City,Detroit/DetroitMusic/90s Music/ThatMan.mp3,Detroit,1990s,https://i.scdn.co/image/ab67616d0000b27358041e670cfe52359d21988e
Missing You,Larry Heard,Detroit/DetroitMusic/90s Music/MissingYou.mp3,Detroit,1990s,https://i.scdn.co/image/ab67616d0000b2732d7c06e18df55282b6125207
Workout,Frankie Knuckles,Detroit/DetroitMusic/90s Music/Workout.mp3,Detroit,1990s,https://i.scdn.co/image/ab67616d0000b273dad4647a643d937143c76ba9
Closer,Mr. Fingers,Detroit/DetroitMusic/90s Music/Closer.mp3,Detroit,1990s,https://i.scdn.co/image/ab67616d0000b2735947b876dcdef2e2135a6f3f
Hi-tech Jazz,Galaxy 2 Galaxy,Detroit/DetroitMusic/00s Music/HiTechJazz.mp3,Detroit,2000s,https://i.scdn.co/image/ab67616d0000b273bfb572c775f90a8c96eda02c
Traveling,Quentin Harris,Detroit/DetroitMusic/00s Music/Traveling.mp3,Detroit,2000s,https://i.scdn.co/image/ab67616d0000b27381168843bef99e7b14cf124a
Don’t You Want My Love,Moodymann,Detroit/DetroitMusic/00s Music/DontYouWantMyLove.mp3,Detroit,2000s,https://i.scdn.co/image/ab67616d0000b273acdc6c8b134d4528937c4565
Is It Cool,Andres,Detroit/DetroitMusic/00s Music/IsItCool.mp3,Detroit,2000s,https://i.scdn.co/image/ab67616d0000b2730c3ab0f0fe6ea2bf994e1df7
A Walk in the Park,DJ Minx,Detroit/DetroitMusic/00s Music/AWalkInThePark.mp3,Detroit,2000s,https://i.scdn.co/image/ab67616d0000b273ffc4ce8b5553e43faa7213df
Lake Shore Drive,Theo Parrish,Detroit/DetroitMusic/00s Music/LakeShoreDrive.mp3,Detroit,2000s,https://i.scdn.co/image/ab67616d0000b273c2aea698f8bc6cedb89b97a1
Momma’s Groove,Osunlade,Detroit/DetroitMusic/00s Music/MommasGroove.mp3,Detroit,2000s,https://i.scdn.co/image/ab67616d0000b273573551a31ef79a737177b8b5
Down,Aaron Carl,Detroit/DetroitMusic/00s Music/Down.mp3,Detroit,2000s,https://i.scdn.co/image/ab67616d0000b273bfa4cd0c0c96e8181bf70c30
Love’s Got Me High,Terrence Parker,Detroit/DetroitMusic/00s Music/LovesGotMeHigh.mp3,Detroit,2000s,https://i.scdn.co/image/ab67616d0000b2731450aa6a62db62cf4c7fde10
"My Soul, My Spirit",Mike Grant,Detroit/DetroitMusic/00s Music/MySoulMySpirit.mp3,Detroit,2000s,https://i.scdn.co/image/ab67616d0000b27327d87a7fcffc850220286736
Just A Player,Andres,Detroit/DetroitMusic/10s Music/JustAPlayer.mp3,Detroit,2010s,https://i.scdn.co/image/ab67616d0000b273e5396300eae4beeb03a2ebe5
Shinjuku Strut,Rick Wade,Detroit/DetroitMusic/10s Music/ShinjukuStrut.mp3,Detroit,2010s,https://i.scdn.co/image/ab67616d0000b273133d4c988f11b76bbd5f2615
Lyk U Use 2,Moodymann,Detroit/DetroitMusic/10s Music/LykUUse2.mp3,Detroit,2010s,https://i.scdn.co/image/ab67616d0000b273fa24f67475e908dc618953e5
Twisted Disco 77,Terrence Parker,Detroit/DetroitMusic/10s Music/TwistedDisco77.mp3,Detroit,2010s,https://i.scdn.co/image/ab67616d0000b273ad767ae3d27813fdf95d58ee
L.O.V.E,Motor City Drum Ensemble,Detroit/DetroitMusic/10s Music/LOVE.mp3,Detroit,2010s,https://i.scdn.co/image/ab67616d0000b27395c5e73f2e8e7f7c0d3e9ee6
I Just Wanna Tell,Waajeed,Detroit/DetroitMusic/10s Music/IJustWannaTell.mp3,Detroit,2010s,https://i.scdn.co/image/ab67616d0000b273e9663765c535a3f92c2c6203
You Want Me (Never),Marcellus Pittman,Detroit/DetroitMusic/10s Music/YouWantMeNever.mp3,Detroit,2010s,https://i.scdn.co/image/ab67616d0000b27339fad189dc883c33a5946095
Shake a Lil Faster,Detroit In Effect,Detroit/DetroitMusic/10s Music/ShakeALilFaster.mp3,Detroit,2010s,https://i.scdn.co/image/ab67616d0000b273f3e259602a7f2e1f7cb36cc3
Track 39,LADYMONIX,Detroit/DetroitMusic/10s Music/Track39.mp3,Detroit,2010s,https://i.scdn.co/image/ab67616d0000b27375b5684d789da059e5cdbd26
The Break Up,Dam Swindle,Detroit/DetroitMusic/10s Music/TheBreakUp.mp3,Detroit,2010s,https://i.scdn.co/image/ab67616d0000b273b54d06c5082fbcd9240beb43
Your Love,The Outfield,Ibiza/IbizaMusic/80s Music/YourLove.mp3,Ibiza,1980s,https://i.scdn.co/image/ab67616d0000b273cd7e670a91d0263d2ee1d8a7
Pump Up The Jam,Technotronic,Ibiza/IbizaMusic/80s Music/PumpUpTheJam.mp3,Ibiza,1980s,https://i.scdn.co/image/ab67616d0000b27391f442ef24b8410ec1e68003
Don’t You Want Me,The Human League,Ibiza/IbizaMusic/80s Music/DontYouWantMe.mp3,Ibiza,1980s,https://i.scdn.co/image/ab67616d0000b2735579d8a505c727349a203074
Sweet Dreams (Are Made Of This),Eurythmics,Ibiza/IbizaMusic/80s Music/SweetDreams.mp3,Ibiza,1980s,https://i.scdn.co/image/ab67616d0000b273b3994c94dfb241923664bb4d
Somebody’s Watching Me,Rockwell!,Ibiza/IbizaMusic/80s Music/SomebodysWatchingMe.mp3,Ibiza,1980s,https://i.scdn.co/image/ab67616d0000b2733b6773d6e0df6eedefb20190
Bring The Noise,Public Enemy,Ibiza/IbizaMusic/80s Music/BringTheNoise.mp3,Ibiza,1980s,https://i.scdn.co/image/ab67616d0000b273ba9ef4eca97b597b7fb5df5d
Take Me Up,Ralphi Rosario,Ibiza/IbizaMusic/80s Music/TakeMeUp.mp3,Ibiza,1980s,https://i.scdn.co/image/ab67616d0000b2732f37189c26470118fa168b7a
It’s a War,Kano,Ibiza/IbizaMusic/80s Music/ItsAWar.mp3,Ibiza,1980s,https://i.scdn.co/image/ab67616d0000b27306626ce73a09a03ddf2f6adc
Push It(Again),Salt-N-Pepa,Ibiza/IbizaMusic/80s Music/PushItAgain.mp3,Ibiza,1980s,https://i.scdn.co/image/ab67616d0000b273f1067f1fb732fe6ee2883517
Never Let Me Down Again,Depeche Mode,Ibiza/IbizaMusic/80s Music/NeverLetMeDownAgain.mp3,Ibiza,1980s,https://i.scdn.co/image/ab67616d0000b27313ccc3e363f27a4a3d06d1b1
Pasilda,Afro Medusa,Ibiza/IbizaMusic/90s Music/Pasilda.mp3,Ibiza,1990s,https://i.scdn.co/image/ab67616d0000b273408b5b93ea59befa5a1ad6ea
You Don’t Know Me,Armand Van Helden,Ibiza/IbizaMusic/90s Music/YouDontKnowMe.mp3,Ibiza,1990s,https://i.scdn.co/image/ab67616d0000b273bda22eb85e1a6dc323b3b58c
Music Sounds Better With You,Stardust,Ibiza/IbizaMusic/90s Music/MusicSoundsBetterWithYou.mp3,Ibiza,1990s,https://i.scdn.co/image/ab67616d0000b273b98afa12c212cbbda4f1799b
Music Is Pumping,People Underground,Ibiza/IbizaMusic/90s Music/MusicIsPumping.mp3,Ibiza,1990s,https://i.scdn.co/image/ab67616d0000b2736680e28d134cda13d1f90b1d
